Code,Year,Population
NOR,2016,5234519
NOR,2017,5276968
NOR,2018,5311916
NOR,2019,5347896
OMN,1990,1804524
OMN,1991,1895187
OMN,1992,1985227
OMN,1993,2071868
OMN,1994,2133675
OMN,1995,2172672
OMN,1996,2209958
OMN,1997,2245588
OMN,1998,2279727
OMN,1999,2312600
OMN,2000,2344253
OMN,2001,2374653
OMN,2002,2403659
OMN,2003,2431600
OMN,2004,2468855
OMN,2005,2515192
OMN,2006,2560649
OMN,2007,2605700
OMN,2008,2651028
OMN,2009,2697537
OMN,2010,2881914
OMN,2011,3206870
OMN,2012,3535579
OMN,2013,3816680
OMN,2014,4009267
OMN,2015,4191776
OMN,2016,4398070
OMN,2017,4541854
OMN,2018,4601157
OMN,2019,4602768
PAK,1990,115414069
PAK,1991,119203569
PAK,1992,122375179
PAK,1993,125546615
PAK,1994,129245139
PAK,1995,133117476
PAK,1996,137234810
PAK,1997,141330267
PAK,1998,145476106
PAK,1999,149694462
PAK,2000,154369924
PAK,2001,159217727
PAK,2002,163262807
PAK,2003,166876680
PAK,2004,170648620
PAK,2005,174372098
PAK,2006,178069984
PAK,2007,181924521
PAK,2008,185931955
PAK,2009,190123222
PAK,2010,194454498
PAK,2011,198602738
PAK,2012,202205861
PAK,2013,205337562
PAK,2014,208251628
PAK,2015,210969298
PAK,2016,213524840
PAK,2017,216379655
PAK,2018,219731479
PAK,2019,223293280
PLW,1990,15293
PLW,1991,15640
PLW,1992,16004
PLW,1993,16380
PLW,1994,16770
PLW,1995,17209
PLW,1996,17732
PLW,1997,18297
PLW,1998,18852
PLW,1999,19380
PLW,2000,19726
PLW,2001,19828
PLW,2002,19851
PLW,2003,19880
PLW,2004,19907
PLW,2005,19831
PLW,2006,19619
PLW,2007,19366
PLW,2008,19102
PLW,2009,18826
PLW,2010,18540
PLW,2011,18240
PLW,2012,17946
PLW,2013,17805
PLW,2014,17796
PLW,2015,17794
PLW,2016,17816
PLW,2017,17837
PLW,2018,17864
PLW,2019,17916
PAN,1990,2449968
PAN,1991,2502044
PAN,1992,2554382
PAN,1993,2607499
PAN,1994,2661385
PAN,1995,2716067
PAN,1996,2771606
PAN,1997,2827992
PAN,1998,2885177
PAN,1999,2943120
PAN,2000,3001731
PAN,2001,3061024
PAN,2002,3120990
PAN,2003,3181608
PAN,2004,3243311
PAN,2005,3305868
PAN,2006,3368573
PAN,2007,3431614
PAN,2008,3495276
PAN,2009,3559343
PAN,2010,3623617
PAN,2011,3688674
PAN,2012,3754862
PAN,2013,3821556
PAN,2014,3888793
PAN,2015,3957099
PAN,2016,4026336
PAN,2017,4096063
PAN,2018,4165255
PAN,2019,4232532
PNG,1990,3864972
PNG,1991,3990995
PNG,1992,4136644
PNG,1993,4291588
PNG,1994,4451694
PNG,1995,4616439
PNG,1996,4785895
PNG,1997,4960439
PNG,1998,5138829
PNG,1999,5321388
PNG,2000,5508297
PNG,2001,5698489
PNG,2002,5892596
PNG,2003,6090980
PNG,2004,6293166
PNG,2005,6498818
PNG,2006,6708217
PNG,2007,6921066
PNG,2008,7137988
PNG,2009,7358890
PNG,2010,7583269
PNG,2011,7806637
PNG,2012,8026545
PNG,2013,8245627
PNG,2014,8464153
PNG,2015,8682174
PNG,2016,8899169
PNG,2017,9114796
PNG,2018,9329227
PNG,2019,9542486
PRY,1990,4059195
PRY,1991,4167996
PRY,1992,4277051
PRY,1993,4386202
PRY,1994,4495301
PRY,1995,4603917
PRY,1996,4711655
PRY,1997,4818289
PRY,1998,4923449
PRY,1999,5026031
PRY,2000,5123819
PRY,2001,5211541
PRY,2002,5286512
PRY,2003,5353254
PRY,2004,5416324
PRY,2005,5476878
PRY,2006,5534675
PRY,2007,5590145
PRY,2008,5645148
PRY,2009,5702574
PRY,2010,5768613
PRY,2011,5843939
PRY,2012,5923322
PRY,2013,6005652
PRY,2014,6090721
PRY,2015,6177950
PRY,2016,6266615
PRY,2017,6355404
PRY,2018,6443328
PRY,2019,6530026
PER,1990,22109099
PER,1991,22583006
PER,1992,23047248
PER,1993,23513882
PER,1994,23983258
PER,1995,24449055
PER,1996,24907304
PER,1997,25365386
PER,1998,25818226
PER,1999,26252239
PER,2000,26654439
PER,2001,27014909
PER,2002,27334503
PER,2003,27623341
PER,2004,27893911
PER,2005,28147267
PER,2006,28381078
PER,2007,28600387
PER,2008,28806185
PER,2009,29009326
PER,2010,29229572
PER,2011,29477721
PER,2012,29749589
PER,2013,30038809
PER,2014,30353951
PER,2015,30711863
PER,2016,31132779
PER,2017,31605486
PER,2018,32203944
PER,2019,32824861
PHL,1990,61558898
PHL,1991,63039751
PHL,1992,64543525
PHL,1993,66083321
PHL,1994,67650283
PHL,1995,69250468
PHL,1996,70944969
PHL,1997,72718837
PHL,1998,74491918
PHL,1999,76249064
PHL,2000,77958223
PHL,2001,79626086
PHL,2002,81285572
PHL,2003,82942837
PHL,2004,84607501
PHL,2005,86261250
PHL,2006,87901835
PHL,2007,89561377
PHL,2008,91252326
PHL,2009,92946951
PHL,2010,94636700
PHL,2011,96337913
PHL,2012,98032317
PHL,2013,99700107
PHL,2014,101325201
PHL,2015,103031365
PHL,2016,104875266
PHL,2017,106738501
PHL,2018,108568836
PHL,2019,110380804
POL,1990,38110782
POL,1991,38246193
POL,1992,38363667
POL,1993,38461408
POL,1994,38542652
POL,1995,38594998
POL,1996,38624370
POL,1997,38649660
POL,1998,38663481
POL,1999,38660271
POL,2000,38258629
POL,2001,38248076
POL,2002,38230364
POL,2003,38204570
POL,2004,38182222
POL,2005,38165445
POL,2006,38141267
POL,2007,38120560
POL,2008,38125759
POL,2009,38151603
POL,2010,38042794
POL,2011,38063255
POL,2012,38063164
POL,2013,38040196
POL,2014,38011735
POL,2015,37986412
POL,2016,37970087
POL,2017,37974826
POL,2018,37974750
POL,2019,37965475
PRT,1990,9983218
PRT,1991,9960235
PRT,1992,9952494
PRT,1993,9964675
PRT,1994,9991525
PRT,1995,10026176
PRT,1996,10063945
PRT,1997,10108977
PRT,1998,10160196
PRT,1999,10217828
PRT,2000,10289898
PRT,2001,10362722
PRT,2002,10419631
PRT,2003,10458821
PRT,2004,10483861
PRT,2005,10503330
PRT,2006,10522288
PRT,2007,10542964
PRT,2008,10558177
PRT,2009,10568247
PRT,2010,10573100
PRT,2011,10557560
PRT,2012,10514844
PRT,2013,10457295
PRT,2014,10401062
PRT,2015,10358076
PRT,2016,10325452
PRT,2017,10300300
PRT,2018,10283822
PRT,2019,10286263
PRI,1990,3537000
PRI,1991,3562110
PRI,1992,3585176
PRI,1993,3615497
PRI,1994,3649237
PRI,1995,3683103
PRI,1996,3724655
PRI,1997,3759430
PRI,1998,3781101
PRI,1999,3800081
PRI,2000,3810605
PRI,2001,3818774
PRI,2002,3823701
PRI,2003,3826095
PRI,2004,3826878
PRI,2005,3821362
PRI,2006,3805214
PRI,2007,3782995
PRI,2008,3760866
PRI,2009,3740410
PRI,2010,3721525
PRI,2011,3678732
PRI,2012,3634488
PRI,2013,3593077
PRI,2014,3534874
PRI,2015,3473232
PRI,2016,3406672
PRI,2017,3325286
PRI,2018,3193354
PRI,2019,3193694
QAT,1990,441675
QAT,1991,456486
QAT,1992,471293
QAT,1993,486041
QAT,1994,500683
QAT,1995,515133
QAT,1996,529265
QAT,1997,550591
QAT,1998,580997
QAT,1999,613302
QAT,2000,645937
QAT,2001,678831
QAT,2002,713186
QAT,2003,748525
QAT,2004,777943
QAT,2005,848710
QAT,2006,1015060
QAT,2007,1231893
QAT,2008,1444277
QAT,2009,1610274
QAT,2010,1713504
QAT,2011,1804171
QAT,2012,1905660
QAT,2013,2035501
QAT,2014,2214465
QAT,2015,2414573
QAT,2016,2595166
QAT,2017,2711755
QAT,2018,2766732
QAT,2019,2807235
ROU,1990,23201835
ROU,1991,23001155
ROU,1992,22794284
ROU,1993,22763280
ROU,1994,22730211
ROU,1995,22684270
ROU,1996,22619004
ROU,1997,22553978
ROU,1998,22507344
ROU,1999,22472040
ROU,2000,22442971
ROU,2001,22131970
ROU,2002,21730496
ROU,2003,21574326
ROU,2004,21451748
ROU,2005,21319685
ROU,2006,21193760
ROU,2007,20882982
ROU,2008,20537875
ROU,2009,20367487
ROU,2010,20246871
ROU,2011,20147528
ROU,2012,20058035
ROU,2013,19983693
ROU,2014,19908979
ROU,2015,19815616
ROU,2016,19702267
ROU,2017,19588715
ROU,2018,19473970
ROU,2019,19371648
RUS,1990,147969407
RUS,1991,148394216
RUS,1992,148538197
RUS,1993,148458777
RUS,1994,148407912
RUS,1995,148375787
RUS,1996,148160129
RUS,1997,147915361
RUS,1998,147670784
RUS,1999,147214776
RUS,2000,146596869
RUS,2001,145976482
RUS,2002,145306497
RUS,2003,144648618
RUS,2004,144067316
RUS,2005,143518814
RUS,2006,143049637
RUS,2007,142805114
RUS,2008,142742366
RUS,2009,142785349
RUS,2010,142849468
RUS,2011,142960908
RUS,2012,143201721
RUS,2013,143506995
RUS,2014,143819667
RUS,2015,144096870
RUS,2016,144342397
RUS,2017,144496739
RUS,2018,144477859
RUS,2019,144406261
RWA,1990,7319962
RWA,1991,7485681
RWA,1992,7657208
RWA,1993,7904740
RWA,1994,6732665
RWA,1995,5686897
RWA,1996,6715510
RWA,1997,7666732
RWA,1998,7914645
RWA,1999,8009587
RWA,2000,8109989
RWA,2001,8223941
RWA,2002,8372306
RWA,2003,8567992
RWA,2004,8791853
RWA,2005,9026299
RWA,2006,9270066
RWA,2007,9523168
RWA,2008,9781996
RWA,2009,10043737
RWA,2010,10309031
RWA,2011,10576932
RWA,2012,10840334
RWA,2013,11101350
RWA,2014,11368451
RWA,2015,11642959
RWA,2016,11930899
RWA,2017,12230339
RWA,2018,12531808
RWA,2019,12835028
STP,1990,120343
STP,1991,123084
STP,1992,125648
STP,1993,128182
STP,1994,130666
STP,1995,133077
STP,1996,135412
STP,1997,137656
STP,1998,139790
STP,1999,141808
STP,2000,143714
STP,2001,146258
STP,2002,149841
STP,2003,153762
STP,2004,157697
STP,2005,161680
STP,2006,165725
STP,2007,169845
STP,2008,174004
STP,2009,178128
STP,2010,182138
STP,2011,186044
STP,2012,189924
STP,2013,193757
STP,2014,197497
STP,2015,201124
STP,2016,204632
STP,2017,208036
STP,2018,211344
STP,2019,214599
SAU,1990,16004763
SAU,1991,16654276
SAU,1992,17281350
SAU,1993,17846461
SAU,1994,18367528
SAU,1995,18888857
SAU,1996,19410280
SAU,1997,19938377
SAU,1998,20472580
SAU,1999,21009660
SAU,2000,21547390
SAU,2001,22085929
SAU,2002,22623415
SAU,2003,23150847
SAU,2004,23661808
SAU,2005,24397644
SAU,2006,25382870
SAU,2007,26400068
SAU,2008,27437353
SAU,2009,28483797
SAU,2010,29411929
SAU,2011,30150945
SAU,2012,30821543
SAU,2013,31482498
SAU,2014,32125564
SAU,2015,32749848
SAU,2016,33416270
SAU,2017,34193122
SAU,2018,35018133
SAU,2019,35827362
SEN,1990,7536001
SEN,1991,7754289
SEN,1992,7974514
SEN,1993,8196551
SEN,1994,8416997
SEN,1995,8632681
SEN,1996,8843423
SEN,1997,9051539
SEN,1998,9261526
SEN,1999,9478564
SEN,2000,9704287
SEN,2001,9938027
SEN,2002,10180950
SEN,2003,10434504
SEN,2004,10698691
SEN,2005,10974057
SEN,2006,11263387
SEN,2007,11563869
SEN,2008,11872929
SEN,2009,12195029
SEN,2010,12530121
SEN,2011,12875880
SEN,2012,13231833
SEN,2013,13595566
SEN,2014,13970308
SEN,2015,14356181
SEN,2016,14751356
SEN,2017,15157793
SEN,2018,15574909
SEN,2019,16000781
SRB,1990,7586000
SRB,1991,7595636
SRB,1992,7646424
SRB,1993,7699307
SRB,1994,7734639
SRB,1995,7625357
SRB,1996,7617794
SRB,1997,7596501
SRB,1998,7567745
SRB,1999,7540401
SRB,2000,7516346
SRB,2001,7503433
SRB,2002,7496522
SRB,2003,7480591
SRB,2004,7463157
SRB,2005,7440769
SRB,2006,7411569
SRB,2007,7381579
SRB,2008,7350222
SRB,2009,7320807
SRB,2010,7291436
SRB,2011,7234099
SRB,2012,7199077
SRB,2013,7164132
SRB,2014,7130576
SRB,2015,7095383
SRB,2016,7058322
SRB,2017,7020858
SRB,2018,6982604
SRB,2019,6945235
SYC,1990,69507
SYC,1991,70439
SYC,1992,70763
SYC,1993,72253
SYC,1994,74205
SYC,1995,75304
SYC,1996,76417
SYC,1997,77319
SYC,1998,78846
SYC,1999,80410
SYC,2000,81131
SYC,2001,81202
SYC,2002,83723
SYC,2003,82781
SYC,2004,82475
SYC,2005,82858
SYC,2006,84600
SYC,2007,85033
SYC,2008,86956
SYC,2009,87298
SYC,2010,89770
SYC,2011,87441
SYC,2012,88303
SYC,2013,89949
SYC,2014,91359
SYC,2015,93419
SYC,2016,94677
SYC,2017,95843
SYC,2018,96762
SYC,2019,97625
SLE,1990,4325388
SLE,1991,4378169
SLE,1992,4301566
SLE,1993,4295689
SLE,1994,4314953
SLE,1995,4324149
SLE,1996,4347370
SLE,1997,4405028
SLE,1998,4449975
SLE,1999,4475145
SLE,2000,4584067
SLE,2001,4857096
SLE,2002,5140113
SLE,2003,5350907
SLE,2004,5533329
SLE,2005,5683334
SLE,2006,5809774
SLE,2007,5939163
SLE,2008,6090860
SLE,2009,6259842
SLE,2010,6436698
SLE,2011,6612385
SLE,2012,6788587
SLE,2013,6964859
SLE,2014,7140688
SLE,2015,7314773
SLE,2016,7493913
SLE,2017,7677565
SLE,2018,7861281
SLE,2019,8046828
SGP,1990,3047132
SGP,1991,3135083
SGP,1992,3230698
SGP,1993,3313471
SGP,1994,3419048
SGP,1995,3524506
SGP,1996,3670704
SGP,1997,3796038
SGP,1998,3927213
SGP,1999,3958723
SGP,2000,4027887
SGP,2001,4138012
SGP,2002,4175950
SGP,2003,4114826
SGP,2004,4166664
SGP,2005,4265762
SGP,2006,4401365
SGP,2007,4588599
SGP,2008,4839396
SGP,2009,4987573
SGP,2010,5076732
SGP,2011,5183688
SGP,2012,5312437
SGP,2013,5399162
SGP,2014,5469724
SGP,2015,5535002
SGP,2016,5607283
SGP,2017,5612253
SGP,2018,5638676
SGP,2019,5703569
SVK,1990,5299187
SVK,1991,5303294
SVK,1992,5305016
SVK,1993,5325305
SVK,1994,5346331
SVK,1995,5361999
SVK,1996,5373361
SVK,1997,5383291
SVK,1998,5390516
SVK,1999,5396020
SVK,2000,5388720
SVK,2001,5378867
SVK,2002,5376912
SVK,2003,5373374
SVK,2004,5372280
SVK,2005,5372807
SVK,2006,5373054
SVK,2007,5374622
SVK,2008,5379233
SVK,2009,5386406
SVK,2010,5391428
SVK,2011,5398384
SVK,2012,5407579
SVK,2013,5413393
SVK,2014,5418649
SVK,2015,5423801
SVK,2016,5430798
SVK,2017,5439232
SVK,2018,5446771
SVK,2019,5454147
SVN,1990,1998161
SVN,1991,1999429
SVN,1992,1996498
SVN,1993,1991746
SVN,1994,1989443
SVN,1995,1989872
SVN,1996,1988628
SVN,1997,1985956
SVN,1998,1981629
SVN,1999,1983045
SVN,2000,1988925
SVN,2001,1992060
SVN,2002,1994530
SVN,2003,1995733
SVN,2004,1997012
SVN,2005,2000474
SVN,2006,2006868
SVN,2007,2018122
SVN,2008,2021316
SVN,2009,2039669
SVN,2010,2048583
SVN,2011,2052843
SVN,2012,2057159
SVN,2013,2059953
SVN,2014,2061980
SVN,2015,2063531
SVN,2016,2065042
SVN,2017,2066388
SVN,2018,2073894
SVN,2019,2088385
SLB,1990,324171
SLB,1991,333952
SLB,1992,343916
SLB,1993,354086
SLB,1994,364505
SLB,1995,375189
SLB,1996,386069
SLB,1997,397050
SLB,1998,408145
SLB,1999,419229
SLB,2000,429978
SLB,2001,440395
SLB,2002,450760
SLB,2003,461216
SLB,2004,471785
SLB,2005,482486
SLB,2006,493430
SLB,2007,504619
SLB,2008,516001
SLB,2009,527833
SLB,2010,540394
SLB,2011,553721
SLB,2012,567763
SLB,2013,582365
SLB,2014,597375
SLB,2015,612660
SLB,2016,628102
SLB,2017,643634
SLB,2018,659249
SLB,2019,674993
SOM,1990,6999096
SOM,1991,6732702
SOM,1992,6428141
SOM,1993,6620729
SOM,1994,6959828
SOM,1995,7210930
SOM,1996,7472450
SOM,1997,7734313
SOM,1998,8056862
SOM,1999,8384479
SOM,2000,8721465
SOM,2001,9070747
SOM,2002,9411103
SOM,2003,9758281
SOM,2004,10117354
SOM,2005,10467292
SOM,2006,10784973
SOM,2007,11118092
SOM,2008,11444870
SOM,2009,11730037
SOM,2010,12026649
SOM,2011,12216837
SOM,2012,12440326
SOM,2013,12852485
SOM,2014,13309235
SOM,2015,13763906
SOM,2016,14292847
SOM,2017,14864221
SOM,2018,15411094
SOM,2019,15981300
ZAF,1990,39877570
ZAF,1991,40910959
ZAF,1992,41760755
ZAF,1993,42525440
ZAF,1994,43267982
ZAF,1995,43986084
ZAF,1996,44661603
ZAF,1997,45285048
ZAF,1998,45852166
ZAF,1999,46364681
ZAF,2000,46813266
ZAF,2001,47229714
ZAF,2002,47661514
ZAF,2003,48104048
ZAF,2004,48556071
ZAF,2005,49017147
ZAF,2006,49491756
ZAF,2007,49996094
ZAF,2008,50565812
ZAF,2009,51170779
ZAF,2010,51784921
ZAF,2011,52443325
ZAF,2012,53145033
ZAF,2013,53873616
ZAF,2014,54729551
ZAF,2015,55876504
ZAF,2016,56422274
ZAF,2017,56641209
ZAF,2018,57339635
ZAF,2019,58087055
KOR,1990,42869283
KOR,1991,43295704
KOR,1992,43747962
KOR,1993,44194628
KOR,1994,44641540
KOR,1995,45092991
KOR,1996,45524681
KOR,1997,45953580
KOR,1998,46286503
KOR,1999,46616677
KOR,2000,47008111
KOR,2001,47370164
KOR,2002,47644736
KOR,2003,47892330
KOR,2004,48082519
KOR,2005,48184561
KOR,2006,48438292
KOR,2007,48683638
KOR,2008,49054708
KOR,2009,49307835
KOR,2010,49554112
KOR,2011,49936638
KOR,2012,50199853
KOR,2013,50428893
KOR,2014,50746659
KOR,2015,51014947
KOR,2016,51217803
KOR,2017,51361911
KOR,2018,51585058
KOR,2019,51764822
SSD,1990,4750817
SSD,1991,4867185
SSD,1992,4956969
SSD,1993,5018172
SSD,1994,5142863
SSD,1995,5302042
SSD,1996,5434894
SSD,1997,5589410
SSD,1998,5699436
SSD,1999,5850145
SSD,2000,6114440
SSD,2001,6394431
SSD,2002,6686100
SSD,2003,6992367
SSD,2004,7317118
SSD,2005,7662654
SSD,2006,8029517
SSD,2007,8417823
SSD,2008,8823888
SSD,2009,9229227
SSD,2010,9714419
SSD,2011,10243050
SSD,2012,10701604
SSD,2013,11106031
SSD,2014,11213284
SSD,2015,11194299
SSD,2016,11066105
SSD,2017,10658226
SSD,2018,10395329
SSD,2019,10447666
ESP,1990,38867322
ESP,1991,38966376
ESP,1992,39157685
ESP,1993,39361262
ESP,1994,39549108
ESP,1995,39724050
ESP,1996,39889852
ESP,1997,40057389
ESP,1998,40223509
ESP,1999,40386875
ESP,2000,40567864
ESP,2001,40850412
ESP,2002,41431558
ESP,2003,42187645
ESP,2004,42921895
ESP,2005,43653155
ESP,2006,44397319
ESP,2007,45226803
ESP,2008,45954106
ESP,2009,46362946
ESP,2010,46576897
ESP,2011,46742697
ESP,2012,46773055
ESP,2013,46620045
ESP,2014,46480882
ESP,2015,46444832
ESP,2016,46484062
ESP,2017,46593236
ESP,2018,46797754
ESP,2019,47134837
LKA,1990,17204094
LKA,1991,17416596
LKA,1992,17624457
LKA,1993,17825611
LKA,1994,18011744
LKA,1995,18177572
LKA,1996,18322506
LKA,1997,18449123
LKA,1998,18560798
LKA,1999,18670411
LKA,2000,18776371
LKA,2001,18920275
LKA,2002,19110707
LKA,2003,19303180
LKA,2004,19490431
LKA,2005,19673866
LKA,2006,19870706
LKA,2007,20078655
LKA,2008,20285643
LKA,2009,20482477
LKA,2010,20668557
LKA,2011,20859743
LKA,2012,21017147
LKA,2013,21131756
LKA,2014,21239457
LKA,2015,21336697
LKA,2016,21425494
LKA,2017,21506813
LKA,2018,21670000
LKA,2019,21803000
SDN,1990,21090886
SDN,1991,21453711
SDN,1992,21780059
SDN,1993,22163251
SDN,1994,22703631
SDN,1995,23290602
SDN,1996,23862258
SDN,1997,24454372
SDN,1998,25029144
SDN,1999,25634162
SDN,2000,26298773
SDN,2001,26947253
SDN,2002,27570318
SDN,2003,28188977
SDN,2004,28831550
SDN,2005,29540577
SDN,2006,30332968
SDN,2007,31191163
SDN,2008,32065241
SDN,2009,32948155
SDN,2010,33739933
SDN,2011,34419624
SDN,2012,35159792
SDN,2013,35990704
SDN,2014,37003245
SDN,2015,38171178
SDN,2016,39377169
SDN,2017,40679828
SDN,2018,41999059
SDN,2019,43232093
SUR,1990,412756
SUR,1991,415981
SUR,1992,419521
SUR,1993,422375
SUR,1994,426548
SUR,1995,434490
SUR,1996,443834
SUR,1997,452887
SUR,1998,461749
SUR,1999,470458
SUR,2000,478998
SUR,2001,487394
SUR,2002,495666
SUR,2003,503780
SUR,2004,510572
SUR,2005,516220
SUR,2006,522023
SUR,2007,527946
SUR,2008,533938
SUR,2009,539987
SUR,2010,546080
SUR,2011,552146
SUR,2012,558111
SUR,2013,563947
SUR,2014,569682
SUR,2015,575475
SUR,2016,581453
SUR,2017,587559
SUR,2018,593715
SUR,2019,600301
SWE,1990,8558835
SWE,1991,8617375
SWE,1992,8668067
SWE,1993,8718561
SWE,1994,8780745
SWE,1995,8826939
SWE,1996,8840998
SWE,1997,8846062
SWE,1998,8850974
SWE,1999,8857874
SWE,2000,8872109
SWE,2001,8895960
SWE,2002,8924958
SWE,2003,8958229
SWE,2004,8993531
SWE,2005,9029572
SWE,2006,9080505
SWE,2007,9148092
SWE,2008,9219637
SWE,2009,9298515
SWE,2010,9378126
SWE,2011,9449213
SWE,2012,9519374
SWE,2013,9600379
SWE,2014,9696110
SWE,2015,9799186
SWE,2016,9923085
SWE,2017,10057698
SWE,2018,10175214
SWE,2019,10278887
CHE,1990,6715519
CHE,1991,6799978
CHE,1992,6875364
CHE,1993,6938265
CHE,1994,6993795
CHE,1995,7040687
CHE,1996,7071850
CHE,1997,7088906
CHE,1998,7110001
CHE,1999,7143991
CHE,2000,7184250
CHE,2001,7229854
CHE,2002,7284753
CHE,2003,7339001
CHE,2004,7389625
CHE,2005,7437115
CHE,2006,7483934
CHE,2007,7551117
CHE,2008,7647675
CHE,2009,7743831
CHE,2010,7824909
CHE,2011,7912398
CHE,2012,7996861
CHE,2013,8089346
CHE,2014,8188649
CHE,2015,8282396
CHE,2016,8373338
CHE,2017,8451840
CHE,2018,8514329
CHE,2019,8575280
S,1990,12408996
S,1991,12782281
S,1992,13156406
S,1993,13537060
S,1994,13922626
S,1995,14313450
S,1996,14708879
S,1997,15103996
S,1998,15500542
S,1999,15901201
S,2000,16307654
S,2001,16727948
S,2002,17164021
S,2003,17611356
S,2004,18084007
S,2005,18583557
S,2006,19432009
S,2007,20703005
S,2008,21474059
S,2009,21827220
S,2010,22337563
S,2011,22730733
S,2012,22605577
S,2013,21495821
S,2014,20072232
S,2015,19205178
S,2016,18964252
S,2017,18983373
S,2018,19333463
S,2019,20098251
TJK,1990,5417860
TJK,1991,5556306
TJK,1992,5656208
TJK,1993,5717806
TJK,1994,5803993
TJK,1995,5916173
TJK,1996,6035600
TJK,1997,6117069
TJK,1998,6156805
TJK,1999,6189565
TJK,2000,6272998
TJK,2001,6408810
TJK,2002,6541755
TJK,2003,6672492
TJK,2004,6801204
TJK,2005,6929145
TJK,2006,7057417
TJK,2007,7188391
TJK,2008,7324627
TJK,2009,7468596
TJK,2010,7621779
TJK,2011,7784819
TJK,2012,7956382
TJK,2013,8136610
TJK,2014,8326348
TJK,2015,8524063
TJK,2016,8725318
TJK,2017,8925525
TJK,2018,9128132
TJK,2019,9337003
TZA,1990,26206012
TZA,1991,26890906
TZA,1992,27580723
TZA,1993,28469017
TZA,1994,29598323
TZA,1995,30560071
TZA,1996,31140733
TZA,1997,31785846
TZA,1998,32626498
TZA,1999,33499772
TZA,2000,34463704
TZA,2001,35414469
TZA,2002,36353531
TZA,2003,37333918
TZA,2004,38360879
TZA,2005,39439505
TZA,2006,40562052
TZA,2007,41716497
TZA,2008,42870884
TZA,2009,43957933
TZA,2010,45110527
TZA,2011,46416031
TZA,2012,47786137
TZA,2013,49253643
TZA,2014,50814552
TZA,2015,52542823
TZA,2016,54401802
TZA,2017,56267032
TZA,2018,58090443
TZA,2019,59872579
THA,1990,55228410
THA,1991,56099865
THA,1992,56939020
THA,1993,57776082
THA,1994,58610010
THA,1995,59424834
THA,1996,60211096
THA,1997,60989108
THA,1998,61745217
THA,1999,62442651
THA,2000,63066603
THA,2001,63649892
THA,2002,64222580
THA,2003,64776956
THA,2004,65311166
THA,2005,65821360
THA,2006,66319525
THA,2007,66826754
THA,2008,67328239
THA,2009,67813654
THA,2010,68270489
THA,2011,68712846
THA,2012,69157023
THA,2013,69578602
THA,2014,69960943
THA,2015,70294397
THA,2016,70607037
THA,2017,70898202
THA,2018,71127802
THA,2019,71307763
TLS,1990,758106
TLS,1991,772655
TLS,1992,783705
TLS,1993,795179
TLS,1994,807115
TLS,1995,819226
TLS,1996,831269
TLS,1997,843341
TLS,1998,855409
TLS,1999,866649
TLS,2000,878360
TLS,2001,893001
TLS,2002,909639
TLS,2003,926721
TLS,2004,945989
TLS,2005,969313
TLS,2006,994564
TLS,2007,1019362
TLS,2008,1043076
TLS,2009,1065540
TLS,2010,1088486
TLS,2011,1112976
TLS,2012,1137676
TLS,2013,1161555
TLS,2014,1184830
TLS,2015,1205813
TLS,2016,1224562
TLS,2017,1243235
TLS,2018,1261845
TLS,2019,1280438
TGO,1990,3875947
TGO,1991,3990215
TGO,1992,4106219
TGO,1993,4078392
TGO,1994,4092612
TGO,1995,4279566
TGO,1996,4445883
TGO,1997,4592550
TGO,1998,4728297
TGO,1999,4867941
TGO,2000,5008035
TGO,2001,5145426
TGO,2002,5281538
TGO,2003,5421001
TGO,2004,5565218
TGO,2005,5711597
TGO,2006,5874240
TGO,2007,6047537
TGO,2008,6222482
TGO,2009,6398624
TGO,2010,6571855
TGO,2011,6748672
TGO,2012,6926635
TGO,2013,7106229
TGO,2014,7288383
TGO,2015,7473229
TGO,2016,7661354
TGO,2017,7852795
TGO,2018,8046679
TGO,2019,8243094
TON,1990,98727
TON,1991,99010
TON,1992,99260
TON,1993,99492
TON,1994,99731
TON,1995,99977
TON,1996,100195
TON,1997,100658
TON,1998,101343
TON,1999,101982
TON,2000,102603
TON,2001,103210
TON,2002,103804
TON,2003,104410
TON,2004,105036
TON,2005,105633
TON,2006,106190
TON,2007,106638
TON,2008,106932
TON,2009,107144
TON,2010,107383
TON,2011,107611
TON,2012,107502
TON,2013,107089
TON,2014,106626
TON,2015,106122
TON,2016,105707
TON,2017,105415
TON,2018,105150
TON,2019,104951
TTO,1990,1266518
TTO,1991,1276224
TTO,1992,1285502
TTO,1993,1293974
TTO,1994,1301393
TTO,1995,1307822
TTO,1996,1313434
TTO,1997,1318171
TTO,1998,1322572
TTO,1999,1327063
TTO,2000,1332203
TTO,2001,1338567
TTO,2002,1345964
TTO,2003,1353548
TTO,2004,1361172
TTO,2005,1369075
TTO,2006,1376919
TTO,2007,1384861
TTO,2008,1392803
TTO,2009,1401191
TTO,2010,1410296
TTO,2011,1420020
TTO,2012,1430377
TTO,2013,1440729
TTO,2014,1450661
TTO,2015,1460177
TTO,2016,1469330
TTO,2017,1478607
TTO,2018,1504709
TTO,2019,1519955
TUN,1990,8440023
TUN,1991,8622853
TUN,1992,8802540
TUN,1993,8977173
TUN,1994,9143141
TUN,1995,9294102
TUN,1996,9430550
TUN,1997,9557948
TUN,1998,9677148
TUN,1999,9788067
TUN,2000,9893316
TUN,2001,9995123
TUN,2002,10094561
